Tweets,category,misogyny,target,HS
@DimaSadek قال لن يسقط العهد يا بهيمة,discredit,misogyny,active,1
@DimaSadek اولا باحلامك انو يقبر قلبك ما رح يوسخ ايديه، روحي افتصي .. وجع تملخ نيعك ملخ #لبنان_ينتفص,damning,misogyny,active,1
@DimaSadek كلنا منحبيك و منقدم دم لعيونيك �‍♂️,none,none,none,0
@yumnafawaz قائدة مين روحي قودي حالك بالاول وعرفي ركبي كلمتين عبعض شقفة جلجوقة.,discredit,misogyny,active,1
@yumnafawaz انت وحدة حاقدة و الحاقد اعمى، الله يشفيكي من حقدك، تفه,discredit,misogyny,active,1
RT @r010ch: و انا برشّحها بما انها داعمة و مؤيّدة للثورة و لمطالب الشعب   #لبنان_ينتفض @DimaSadek https://t.co/XlK3wTLykL,none,none,none,0
@yumnafawaz بهيمة من بلادي وللأسف وفاشلة كمان,discredit,misogyny,active,1
"@berrynawal ضعفاني كتير يا نوال
يعطيك العافية",none,none,none,0
@najkassem @DimaSadek وقت يللي المنظومة الفاسدة الحاكمة البلد من ٣٠ سنة مستقبل اشتراكي أمل قوات لبنانية وووو بيجتمع… https://t.co/lVKbRc0A94,none,none,none,0
@DimaSadek نزلي بناتك ونزلي عالرينغ شو عم تقاتلي بالعالم,none,none,none,0
"@DimaSadek قلتها و اعيد
قلبي في النبطية و صور
روحي في طرابلس
ايماني في الزوق و جل الديب
عقلي في ساحة الشهداء
و كلّي فخر بلبنان وشعبه الجباّر",none,none,none,0
@berrynawal سلامتك يا نوال,none,none,none,0
@yumnafawaz في سحسوح نوع فاخر الك اسه السحسوح الذهبي,threat of violence,misogyny,active,1
@DimaSadek عبالي انزل شوفك وبوسك من فوق لتحت لان مشتقلك كتير,sexual harassment,misogyny,active,1
@NabilChamieh @DimaSadek تقبرني هو حاطين دم ع ارض لبنان و برا لبنان لحضرتك تعيش انت ومدامتك لي بالصورة بعزة وكرامة… https://t.co/CzwdUfdw9g,none,none,none,0
@May69340544 @yumnafawaz @samygemayel ابكيلك شوي بترتاحي,stereotyping & objectification,misogyny,active,1
@DimaSadek ست ديما صراحتك وصدقك خوفهم. تحية. ��,none,none,none,0
@NicoleHajal مش مزيوطه هاي ب الضاحيه وهني عم يعملوا فتنه ... تاكدي بليز قبل ما تقولي الخبر,none,none,none,0
@DimaSadek لنحرر الاعلام من المأجورين,none,none,none,0
@DimaSadek سيده ديما انت إعلامية مثقفه وفهمانة ليش بس مشكلتك لونك لا فاتح ولا غامق ولا حتى محير ....حددي هدفك السيا… https://t.co/XNSR2fn9mE,none,none,none,0
@DimaSadek سدي بوزك وكلي اجري شو ما حكيتي انت والغنم سوى,discredit,misogyny,active,1
"@RahilEmy @DimaSadek معك ياأختي الكريمة والله معك بس انتي بس تشوفي شخص عم يجرح بالناس مافيكي ماتردي عليه بس هيك
وشكرا""لتفهمك وممنونك",none,none,none,0
"@berrynawal أنتِ معش تحللي سياسي
سياسي أنتِ معش تحللي",none,none,none,0
@joellebouyounes انتي بطلة بكل صراحة كل الحب والاحترام ��,none,none,none,0
@yumnafawaz @saadhariri مش معقول شو مصادرك موثوقة ؟ ��� مش غريب تكوني فاشلة بالصحافة وبتحليلاتك السياسية.,discredit,misogyny,active,1
@DimaSadek شركاء الوطن ���� الحمدلله ان ثورة اللبنان كاشفة,none,none,none,0
@berrynawal تعباااااانة نوال يعطيكي الف عافية,none,none,none,0
@DimaSadek سرمايتو اشرف من رقبتك يا عكروتة,discredit,misogyny,active,1
@ALJADEEDNEWS �المدعية الاعلامية نانسي السبع على الجديد تحرض المتظاهرين ضد بعضهم أصوات الفتنة لعن الله الفتنة ومن يصنعها,none,none,none,0
@DimaSadek قال لن يسقط العهد و ليس الحكومة يا هبيلة  ��,discredit,misogyny,active,1
@DimaSadek الثورة على الفساد لم تبداء  بعد انتظروا قريبآ جدا سترون من هم الثوار الحقيقيين,none,none,none,0
@DimaSadek اغبى من هيك ما في ايتها المتصفحة � اعلامية,discredit,misogyny,active,1
@DimaSadek ديما يا لطيف شو حارقة بني فارس �� برافوووو كلمة الحق بتوجع,none,none,none,0
"RT @60_81_1: أيتها الكاذبة الحاقدة العمياء
@DimaSadek https://t.co/l9mc9wydCU",discredit,misogyny,active,1
@DimaSadek حقاً،، حقاً# بتقتلو القتيل وبتمسو بجنازته##,none,none,none,0
@berrynawal نوال ، محبتنا لألك لا توصف والله ، خلينا نقول بركي هل الولد لي عمرو ١٤ سنة ما عرف انتي مين بسبب عمرو وح… https://t.co/RDR2WQ9Cdr,none,none,none,0
@DimaSadek انو اذا خرب البلد وعمت الفوضى انتي راح اضلك عايشة فيه وتشتغلي عادي... انت يا اما هبلة عالاخر او انت واطي… https://t.co/Nlm3PRCbka,discredit,misogyny,active,1
@DimaSadek موتي يا سيارة الأجرة,threat of violence,misogyny,active,1
@Marcel59896500 @DimaSadek @washingtonpost @elopezgross انت هيك رائعة يا ريت ضلي هيك �����وهيدي آلك �شفتي انا شو منيح ��,none,none,none,0
"@DimaSadek اكيد انت اعلامية ؟؟؟
غباء مع سفالة وحقارة حد لا يوصف 
هناك فرق بين الحمار والاستحمار",discredit,misogyny,active,1
@Jessicaazar اللي بمحطات تانية اجر كرسي وما بينرفع فيهن الراس؟�,none,none,none,0
"@DimaSadek يا هبلة #ديما_الواطية المناسبة هيك بتحتم ما يكون في إلا العلم اللبناني ..
ومن أول ما بلش الحراك والكل مت… https://t.co/sDmyY5NgZg",discredit,misogyny,active,1
@fadihawwa @OTVLebanon @joellebouyounes كنت بدي قلك بركي بيو آدمي .... بس لو كان هيك كان عرف يربيه لهالوبش ....,none,none,none,0
@DimaSadek سعرك معروف #ديما_الواطية https://t.co/B0UVLydRLp,discredit,misogyny,active,1
@DimaSadek لك مين عم يحكي!!!! انت ولائك للسعودية واسرائيل واميركا...بس تصيرة لبنانية تعي حاسبينا...,none,none,none,0
@berrynawal حاسك مبسوطة����,none,none,none,0
@DimaSadek @LBCI_NEWS كنت حابب تكوني فوق لتشوفي العجايب ونجوم الضهر,none,none,none,0
@berrynawal نوال نصيحة أخوية ما تعملي حالك علكة بتم الناس ... إذا كان الكلام من فضة فالسكوت من ذهب واليوم من الماس,none,none,none,0
@DimaSadek ما قصّرتي بس عبث بيقولولك الدني عم بتشتي,none,none,none,0
@DimaSadek سبحان الله صايرة قارئة فنجان يا هبيلة ���,discredit,misogyny,active,1
@walidspears1 @DimaSadek بعمرا ما عمرت صحيح.. بس في يلي دافع عن الوطن بوج العدو، وفي يلي حط ايدو بيد العدو وتآمر وبعدو عم يتآمر على الوطن!,none,none,none,0
@DimaSadek الكلاب تنبح ستنا....ما تلوميهم متوترين. Zoom in zoom out. ويا جبل ما يهزك ريح. علمنا التاريخ كل ١٠٠سنة ٥… https://t.co/jF1WtGi5H6,none,none,none,0
@DimaSadek مفكري تعملي نايبة يا ديما شو قصتك,none,none,none,0
"@DimaSadek يمكن تأثر ببوستاتك و فهم و قال خلص شباب كرمال ديما البوم بلا العلم.. ��� 
اه يا هبيلة!",discredit,misogyny,active,1
"@DimaSadek سيدة صادق: مفروض بعد كذا تغريدات لك اقل ما يقال فيها انها ""غير مهذبة"" ان تتروي من الآن فصاعداً قبل ان تهيني كرامات الناس …",none,none,none,0
@DimaSadek يؤبرني ربك شو بتفهمي ولله لازم وزيرة الاعلام ست ديما,none,none,none,0
@yumnafawaz يا صحافيه يا محترمه احترمي رآي غيرك بلا تعصب,none,none,none,0
@DimaSadek فاسدة و رخيصة. كل ااسلطة اصحابك يا كاذبة,discredit,misogyny,active,1
@DimaSadek لو بتشوفي اتفه واسقط واخبث وبنفس الوقت اغبى منك بتنتحري ولك خليكي عميله ومأجوره بتستر شوي      قرن الشيطان ديما,discredit,misogyny,active,1
@berrynawal مجدوبه وماشيه يا نوال,discredit,misogyny,active,1
@yumnafawaz سطحية، ساذجة ومؤفلسة انت,discredit,misogyny,active,1
@DimaSadek @LBCI_NEWS @maleksharif بدي اسالك مدام ديما كيف فيكي تتحملي ندى عزيز معك بنفس المحطه؟,none,none,none,0
@Sos_seye @DimaSadek شرشوحة طنشيها �,discredit,misogyny,active,1
"@yumnafawaz الوحيدة في كل هذه الحلقة التي كانت حقيقية .... 
اقصد بيت الكل ... و لدغتك حلوة و اذا بقدر اتجوزك بطلب ايدك كمان ❤❤❤❤����",none,none,none,0
@yumnafawaz لمّا بتكوني بتلدغي بكلّ احرف الابجدية ما بحقّلك تحكي عن قدرة الرئيس على القاء خطاب كامل,stereotyping & objectification,misogyny,active,1
"@DimaSadek و فجأة صارت @DimaSadek  خبيرة سياسية و عسكرية مع رشة امن معلومات و مخابرات دولة.
#يا_نوسك",none,none,none,0
@DimaSadek روحي انضبي يا غبية,discredit,misogyny,active,1
@DimaSadek اكتر حرباية متلونة عم شوفها بهالايام بحب ذكرك بمواقفك القديمة عن طرابلس كفاك كذب ودجل,discredit,misogyny,active,1
@DimaSadek يا فهيمة دليل إنو خطاب للوطن مش لجمهور الحزب بس �,none,none,none,0
@yumnafawaz @saadhariri شو ضاربة عالصبح؟!..كلّ مرة بقلكن ضربو بالليل و نامو!!��‍♂️��‍♂️��‍♂️,none,none,none,0
@DimaSadek انت من مؤيدي الفساد,discredit,misogyny,active,1
@DimaSadek سدي بوزك غبية و تافهة,discredit,misogyny,active,1
@yumnafawaz اي كتير منيح شو زعحك يا مجوية وين المشكلة عندك هيد رأي  حر عندك مشكلة يا  زبالة الاعلام,discredit,misogyny,active,1
"@yumnafawaz ونحن لم نحلم بأكثر من 
 حياة كالحياة❤",none,none,none,0
@DimaSadek دخلك انت مش عارفة انو سلمهم للقضاء يا نوسك,none,none,none,0
@DimaSadek اذا هني زعران انتي أزعرن �,discredit,misogyny,active,1
@yumnafawaz مش مستغربة من عيك دولة والأحلى من هيك أنو كاتبين يعمل بلقرار فور وروده اي قلو شهر هيدا القرار صادر ليش… https://t.co/ZKh1lZGzGC,none,none,none,0
@joellebouyounes تستحقين كل الإحترام انتي وزميلاتك,none,none,none,0
@nennete @DimaSadek هيلا هيلا هيلا هيل هيلا هو,none,none,none,0
@berrynawal الله يحميكي نوال ويحمي كل المراسلين يللي عم يعملو شغلن ويحمي الثوار الأبطال,none,none,none,0
@DimaSadek ليتو يقبرك عنجد �,threat of violence,misogyny,active,1
@berrynawal نوال الله يحميكي,none,none,none,0
@berrynawal سلامتك يا قلبي,none,none,none,0
@DimaSadek اذا واحد عم يحك ضهرو بالعصاية صارت جريمة,none,none,none,0
RT @AZ2002A: @DimaSadek قريبا إلى العصفورية فقد جنّت #ديدي_وا.ههههههه �,none,none,none,0
@DimaSadek بتتذكري احمد الفوال من طرابلس اللي فضحك,none,none,none,0
@LbciLebanon @DimaSadek ديما بلا تحيتك من طرابلس تقدمي للجنوب وزوريهم بالمستشفيات وشوفي شعبيتك اديش كبيره .. اذا ما… https://t.co/r1FUlTnG9j,discredit,misogyny,active,1
"@DimaSadek يا بهيمة يا بلا فهم سماحة السيد سماحة العشق قال لن يسقط العهد 
ركزي يا بني ادمي بدنا نضل نعلم فيكي ارفتينا ولووو.",discredit,misogyny,active,1
@yumnafawaz @ProtestsLebanon والله إنك مريضة نفسياً,discredit,misogyny,active,1
